Status,age,income,OpenCredit_Lines_and_loans,loan_type,loan_amount,term,property_value,loan_limit,approv_in_adv,LTV,dtir1
1,44,12660,1,1,5779.32,360,608000,1,0,68.50328947,0.413622728
1,44,4020,3,1,0,360,308000,1,0,76.78571429,1538
1,66,4260,1,0,15300,360,248000,1,0,79.23387097,0.187320845
1,45,12600,3,2,10200,360,568000,1,0,97.97535211,0.543945605
1,42,2220,2,4,7309.32,360,148000,1,0,85.47297297,0.777173155
1,67,0,3,1,6120,360,2007737,0,0,7651,0.365772371
1,62,11220,2,0,10200,360,628000,1,0,93.39171975,0.04179582
1,50,10560,3,0,3264,324,208000,1,0,75.24038462,0.203686348
1,61,2460,3,1,9282,360,198000,1,1,73.98989899,0.224700582
1,56,11700,3,0,6630,360,1458000,1,0,40.9122085,0.088601754
1,55,5940,1,0,2470.44,360,1568000,1,1,38.04209184,0.002888981
1,43,5520,1,1,1530,360,228000,1,0,68.64035088,5.121252498
1,45,8640,1,2,10200,360,378000,1,0,86.37566138,0.226077392
1,45,1560,3,0,3060,360,16269921,1,0,7103,0.349216928
1,53,2580,1,1,10200,360,468000,1,0,29.16666667,0.157584242
1,50,1500,3,3,10455,324,178000,1,0,71.06741573,0.330601892
1,48,5100,2,1,7224.66,360,10368077,1,1,1707,0.35417843
1,65,4020,2,1,0,360,9639528,1,0,4268,1167
0,63,8220,1,5,0,360,728000,1,0,80.56318681,10229
1,49,11220,1,0,4670.58,360,528000,1,0,59.94318182,0.040393013
1,48,5280,2,1,5116.32,360,358000,1,0,68.8547486,0.394857485
1,66,3600,1,0,3282.36,180,238000,1,0,69.95798319,0.027958993
0,36,6180,2,0,3366,360,428000,1,1,87.96728972,0.003635262
1,47,9060,3,1,4590,360,338000,1,0,87.72189349,0.439235725
1,73,7500,1,0,0,360,798000,1,0,74.74937343,3
0,57,3480,2,0,0,360,338000,1,0,61.09467456,52
1,64,9840,2,1,18870,360,628000,1,0,80.65286624,0.164855954
1,53,5460,1,0,7819.32,360,11421498,1,0,2948,0.057780097
1,43,3240,1,1,6246.48,360,228000,1,0,68.64035088,0.36244898
1,61,18780,1,2,0,360,1688000,0,0,43.63151659,3107
1,56,2280,1,0,4590,360,128000,1,0,98.828125,0.141968451
1,76,3420,3,1,0,360,308000,1,0,47.56493506,972
1,77,3420,2,2,679.32,360,228000,1,0,55.48245614,1.025487256
1,66,12540,2,2,4368.66,360,288000,0,0,89.0625,0.72735761
1,52,9600,2,1,9349.32,360,1008000,1,0,59.1765873,0.266826661
1,49,57939,2,1,6375,360,228000,1,0,94.95614035,0.368421053
1,88,4380,1,0,0,360,858000,1,0,62.52913753,1749
1,59,2400,3,2,9773.64,360,438000,1,0,58.56164384,0.269644162
1,54,6180,3,1,13731.24,360,418000,1,0,87.67942584,0.178637748
1,29,6420,3,0,3060,240,228000,1,0,90.57017544,0.222259247
1,66,5340,3,0,2499,360,318000,1,0,55.50314465,0.230110159
1,69,10860,1,0,0,360,928000,1,1,69.66594828,103
1,87,318364,2,0,0,360,678000,1,0,96.82890855,1
1,67,4440,2,0,918,360,308000,1,0,54.05844156,0.12763596
1,71,3960,1,0,7822.38,360,528000,0,0,78.88257576,0.004041721
1,78,9060,1,0,10710,360,998000,1,0,59.76953908,0.0029521
1,45,10080,2,0,10421.34,240,288000,1,0,54.34027778,0.169406929
1,72,4440,1,0,2613.24,360,228000,1,0,86.18421053,0.026141241
1,60,5160,1,1,3133.44,360,248000,0,0,79.23387097,0.434754312
0,54,7860,1,3,0,96,388000,1,0,68.68556701,5435
1,68,10620,3,0,0,360,15736048,1,0,2325,1433
1,56,6000,1,1,2448,360,398000,1,0,44.34673367,0.61391087
1,41,7500,1,6,11183.28,360,418000,1,0,90.07177033,0.606748746
1,48,3300,3,1,3952.5,360,458000,1,1,71.28820961,0.247678019
1,73,4920,1,0,7972.32,360,978000,1,0,59.96932515,0.160419598
1,30,237658,3,0,2394.96,360,478000,0,0,105.9623431,0.340144742
1,58,5280,1,1,4121.82,360,868000,1,0,80.24193548,0.461157843
1,49,6540,3,1,0,360,278000,1,0,77.87769784,3797
1,51,4260,3,1,5697.72,240,518000,1,0,57.23938224,0.668158224
1,72,2160,2,1,0,360,628000,1,0,74.28343949,296
1,50,8640,3,2,6120,360,558000,1,0,63.88888889,0.466588902
1,60,5220,3,1,2958,360,428000,1,0,73.94859813,0.346432265
1,56,7380,3,1,3774,360,608000,1,0,89.88486842,0.283436909
1,30,1020,1,0,0,360,108000,1,0,80.09259259,54
1,80,10080,1,0,0,324,818000,1,0,61.9193154,1
1,48,3000,1,2,8124.3,360,248000,1,0,67.13709677,0.386894301
1,52,2580,2,1,0,360,15189948,1,0,1243,2837
1,62,7080,3,1,1836,180,188000,1,0,88.56382979,1.426985008
1,55,4560,2,1,4781.76,360,598000,1,1,66.30434783,0.453401578
1,30,6360,2,2,2550,360,328000,0,1,96.49390244,1.215513794
0,47,2340,1,0,6630,360,448000,1,0,57.25446429,0.06245193
0,62,8220,1,2,0,144,308000,1,0,67.04545455,2711
1,69,9180,3,1,0,360,938000,0,0,75.31982942,1162
1,48,6120,2,0,9406.44,360,448000,1,0,68.41517857,0.204814052
1,46,137930,2,1,0,360,278000,1,0,95.86330935,1673
1,64,4740,3,1,0,240,328000,1,0,69.05487805,1131
1,66,11940,2,2,6630,360,528000,1,1,92.14015152,0.299492386
0,51,2460,3,0,5278.5,324,508000,1,0,40.6496063,0.077279753
1,54,7140,2,2,12579.66,360,488000,1,0,60.75819672,0.453218745
0,42,68249,3,3,11600.46,360,658000,0,0,86.09422492,0.428433269
1,57,1920,3,0,0,360,258000,1,0,68.41085271,2160
1,30,209959,2,0,0,324,218000,1,0,62.6146789,379
1,38,780,2,1,0,240,698000,1,0,22.42120344,2266
1,63,9660,3,2,7479.66,360,878000,1,0,72.49430524,0.401554404
1,42,840,3,2,3672,360,68000,1,0,83.08823529,0.424048875
1,42,7260,2,1,0,360,388000,1,0,40.33505155,1189
1,73,8160,1,1,6498.42,360,12474298,1,0,467,0.174042687
1,65,2340,3,1,10710,240,228000,1,0,37.93859649,0.189315303
1,62,5040,1,0,0,204,268000,1,0,73.32089552,1137
1,50,1560,1,1,9022.92,156,178000,1,0,42.97752809,0.364756415
1,70,10440,1,1,3076.32,360,888000,0,0,89.69594595,0.4332118
1,71,231576,1,2,11271,180,768000,1,0,72.4609375,0.479685096
1,46,3840,3,2,7344,360,188000,1,0,83.24468085,0.332037217
1,53,18780,1,2,16234.32,180,758000,1,0,47.03166227,0.205754853
1,87,9000,1,0,3060,360,778000,1,0,47.10796915,0.160279907
0,29,162519,2,0,2550,360,328000,1,0,90.39634146,0.103158737
0,32,4200,1,0,2834.58,360,268000,1,0,80.78358209,0.158273381
1,68,3660,2,0,3672,360,858000,0,1,41.55011655,0.010830325
1,87,1980,2,0,10710,360,438000,1,0,53.99543379,0.029616227
1,61,3900,2,1,12579.66,360,608000,1,0,42.1875,0.375466191
1,64,8460,1,2,7224.66,360,628000,1,0,77.46815287,0.59133258
1,55,3780,3,54,8160,360,218000,1,0,99.31192661,5.967504062
1,42,6180,3,2,17340,360,398000,1,0,74.49748744,0.187106641
1,39,7020,2,1,5098.98,360,408000,0,0,55.51470588,0.4124
1,34,6360,1,1,0,360,818000,1,0,32.5794621,1244
1,51,6540,3,1,6667.74,360,808000,1,0,54.02227723,0.649739982
1,62,17460,1,0,7538.82,360,1328000,1,0,47.92921687,0
1,40,6060,1,2,14449.32,360,448000,1,1,59.48660714,0.317357239
1,45,20880,2,3,10624.32,324,16070129,0,0,3928,0.923970433
1,65,6000,2,0,0,360,528000,1,0,73.20075758,55
1,40,5280,2,1,15920.16,360,9224568,1,0,350,0.187007496
1,39,8820,3,0,7564.32,360,788000,1,0,78.23604061,0.20345153
1,65,4860,3,1,9961.32,360,398000,1,0,71.98492462,0.389269991
1,71,5820,1,2,8074.32,360,398000,1,1,87.06030151,0.394467601
1,39,16440,2,1,4273.8,360,1208000,1,0,60.14072848,0.753042233
0,43,10980,2,0,5610,360,638000,1,0,82.52351097,0
1,28,2280,1,0,2856,360,5530381,1,0,5267,0.031774366
1,43,8640,3,2,5732.4,360,508000,1,1,24.9015748,0.464863903
0,87,6540,1,0,0,360,278000,1,1,88.66906475,239
1,47,5160,3,0,4397.22,360,398000,1,0,94.59798995,0.053571429
1,52,12240,1,2,3825,240,12821892,0,1,6520,0.597973874
1,36,4080,1,0,6459.66,360,248000,1,0,87.2983871,0.127881276
1,51,5280,1,1,8415,360,228000,1,1,90.57017544,0.437522725
1,49,3480,3,1,13752.66,300,298000,1,0,76.00671141,0.184366657
1,50,6480,3,3,4475.76,300,778000,1,0,57.3907455,0.646844384
1,64,9900,3,1,3060,360,288000,1,0,75.17361111,0.346884372
1,43,4560,2,3,10200,360,498000,1,0,81.62650602,0.730926907
1,51,4920,3,0,2325.6,360,6850886,1,0,3419,0.39894783
1,68,1200,3,1,2483.7,360,88000,1,0,75.56818182,1.033251232
1,25,3300,3,0,0,180,238000,1,0,65.75630252,33
1,30,7560,1,1,1836,360,1128000,1,1,53.7677305,0.965574681
1,63,4620,3,2,0,360,558000,1,1,69.26523297,777
1,49,12900,3,1,5620.2,240,908000,1,0,56.88325991,0.244964616
1,76,6420,2,2,0,360,318000,1,0,77.51572327,2823
1,50,2040,2,2,0,360,238000,1,0,95.16806723,5589
1,35,2280,3,0,1734,360,268000,1,0,88.24626866,0.092298648
1,54,8640,2,1,0,360,448000,1,0,75.11160714,2487
1,46,5520,3,2,8754.66,240,528000,1,1,58.04924242,0.318266542
1,36,6360,1,0,1836,360,628000,1,0,88.61464968,0.309272626
1,87,3780,1,2,0,360,308000,1,0,57.30519481,2103
1,44,11160,3,0,2040,360,958000,1,0,35.12526096,0.008495752
1,75,4740,2,1,2602.02,180,778000,1,0,26.54241645,0.322100313
1,34,5220,2,1,8499.66,360,128000,1,1,83.203125,0.409167267
1,52,3660,1,1,9349.32,360,1408000,1,0,17.50710227,0.451729028
1,67,8820,1,1,0,360,518000,1,0,88.12741313,1007
1,47,3720,2,2,4590,180,218000,0,0,71.78899083,0.259942235
1,66,326424,1,2,15162.3,324,318000,0,0,71.22641509,0.28420557
1,65,11520,2,1,6834,360,628000,1,0,53.58280255,0.405909566
0,49,266125,3,2,15300,360,958000,0,0,84.18580376,0.365775615
0,31,19080,3,5,18360,360,10887998,0,1,7336,0.468862841
1,49,5220,1,1,4419.66,360,6378492,1,0,147,0.56737425
1,61,6480,3,1,510,360,358000,1,0,80.02793296,4.261477046
1,60,9360,1,2,11134.32,360,818000,1,0,79.03422983,0.104973894
1,40,1440,3,1,7309.32,360,108000,1,0,61.57407407,0.246546672
1,49,2400,1,1,3685.26,180,288000,1,1,43.92361111,0.799391256
1,34,6900,2,0,5916,360,268000,1,0,69.58955224,0.136183417
1,58,342945,3,1,4070.82,360,278000,1,0,99.46043165,0.663326653
1,58,5520,2,2,9519.66,360,558000,1,1,47.75985663,0.431433469
1,59,7080,3,1,7505.16,180,298000,1,0,92.7852349,0.061964941
1,70,8220,1,1,8160,300,428000,1,0,80.95794393,0.286839145
1,51,2760,2,1,10331.58,180,328000,1,1,38.56707317,0.249753208
1,31,6540,1,0,2550,360,448000,1,0,70.64732143,0.088364654
1,64,5340,1,2,10098,360,398000,1,1,97.11055276,0.355317645
1,62,10200,1,0,3978,360,568000,1,0,78.60915493,0.105357601
1,34,10560,2,0,3956.58,360,958000,0,1,73.7473904,0.099484536
1,53,6180,1,0,4080,300,288000,1,0,102.9513889,0.138715321
0,41,7800,2,0,3990.24,360,928000,1,0,69.66594828,0.20853565
1,40,7500,2,2,5967,360,428000,1,1,94.97663551,0.451034011
1,42,19200,2,0,7140,360,1108000,0,0,86.3267148,0.037994572
1,76,6300,3,1,2856,360,388000,1,0,71.2628866,0.636558372
1,88,18240,3,0,4080,360,719644,0,0,3033,0.003249188
1,38,7140,2,0,5123.46,96,358000,1,0,38.12849162,0.258359873
1,51,5580,1,3,6069,360,478000,1,0,34.83263598,0.292723912
1,52,8940,3,1,15975.24,360,538000,1,0,81.133829,0.157377259
1,50,349599,2,1,18682.32,360,808000,1,0,71.3490099,0.203908937
1,44,6960,2,2,8074.32,360,718000,1,0,83.07799443,0.52014652
1,41,3960,1,0,5216.28,360,368000,1,0,56.11413043,0.251612903
0,66,6300,1,0,0,360,528000,1,0,82.67045455,967
1,47,6180,3,1,1710.54,360,998000,1,0,47.74549098,0.724076281
1,45,4260,1,1,7650,360,568000,1,0,59.24295775,0.502199707
1,70,21060,1,2,8161.02,360,208000,1,0,75.24038462,0.210322419
1,56,13320,1,1,5926.2,360,808000,1,0,71.3490099,0.376871451
1,38,5520,1,0,1734,360,998000,0,1,46.74348697,0.092886537
1,60,8700,2,3,13174.32,360,618000,1,1,65.77669903,0.483471394
1,54,9420,1,1,3570,240,178000,1,0,76.68539326,0.644101685
1,70,9540,2,1,6630,360,418000,1,0,90.07177033,0.145054607
1,59,4200,1,4,17136,180,288000,1,0,57.8125,0.622343908
1,54,2880,3,6,0,180,138000,1,0,62.68115942,3673
1,35,7500,3,2,5610,360,758000,1,0,80.01319261,0.537538629
1,68,5580,1,0,0,360,608000,1,0,56.99013158,89
1,40,3240,3,2,5100,360,208000,1,0,75.24038462,0.878024395
1,80,10860,2,0,780.3,360,658000,0,1,75.45592705,0.143603133
1,71,3660,1,2,11985,360,288000,0,0,47.39583333,0.584631095
1,50,7200,2,1,0,360,508000,1,0,74.11417323,2153
1,38,6960,2,1,4435.98,360,378000,1,0,62.56613757,0.224367816
1,46,4560,1,0,3590.4,180,368000,1,1,75.13586957,0.214143709
1,50,3300,3,2,3604.68,180,358000,1,0,46.50837989,0.329844413
1,64,6420,1,0,2550,360,498000,1,0,91.66666667,0.281487405
1,47,10980,2,0,0,180,248000,1,0,103.4274194,160
1,62,4980,3,0,10200,360,458000,1,0,75.65502183,0.082491751
1,65,10200,1,0,0,360,488000,1,0,71.00409836,0
1,72,6360,2,1,0,360,578000,1,1,59.94809689,1578
1,48,16140,3,2,15759,360,828000,1,0,74.45652174,0.379910685
1,91,14640,1,0,1938,360,10694499,1,0,863,0.009468701
1,49,4680,3,3,0,360,358000,1,0,74.44134078,1742
1,55,16140,1,1,5859.9,360,898000,0,0,78.67483296,0.25234946
1,67,431100,3,1,5209.14,360,278000,1,0,95.86330935,0.631362569
1,63,5820,1,2,0,360,338000,1,0,72.92899408,3382
1,25,5760,3,0,918,360,478000,1,1,78.76569038,0.07991121
1,35,441745,3,2,7607.16,360,318000,1,0,96.3836478,0.386512937
0,58,91310,2,0,9486,360,348000,1,0,93.82183908,0.257929255
1,66,4800,2,1,0,360,248000,1,0,95.36290323,1657
1,63,5460,1,1,3315,360,11104674,1,0,7706,0.661642572
1,50,2520,2,1,0,360,198000,1,0,99.24242424,2558
1,39,4740,1,2,4590,360,598000,1,1,42.89297659,0.709175739
1,29,328891,1,0,2550,360,298000,1,0,96.1409396,0
1,57,4080,3,2,10200,360,328000,1,0,78.20121951,0.162183782
1,82,2700,1,1,23415.12,360,608000,1,0,32.31907895,0.093087076
1,32,35401,1,1,9009.66,360,258000,1,0,91.66666667,0.338238624
1,46,5520,3,2,0,360,558000,1,1,58.5125448,1689
1,38,5460,3,2,9095.34,360,478000,1,0,89.22594142,0.37429917
1,53,0,2,2,7822.38,360,7886475,1,1,6567,0.460104302
1,35,3840,3,2,0,360,1441626,1,0,3097,2654
1,38,3780,1,0,3282.36,360,178000,1,0,76.68539326,0
1,50,15300,1,1,6120,360,148000,1,0,65.2027027,0.118813531
1,56,3420,1,1,0,240,208000,1,0,56.00961538,2179
1,68,2340,1,0,3994.32,180,158000,1,0,80.06329114,0.060250191
1,36,5580,2,0,10200,360,548000,0,0,97.90145985,0.163783622
1,31,4740,3,0,2805,360,368000,1,0,80.57065217,0.187568157
1,62,1560,2,2,10200,360,248000,1,0,59.07258065,0.136886311
1,55,11460,3,0,4972.5,360,478000,0,0,93.41004184,0.221287941
1,47,4260,3,1,0,324,428000,1,0,71.61214953,2370
1,84,21780,1,0,2550,360,608000,1,1,75.08223684,0
0,26,5160,1,0,1825.8,360,538000,1,0,56.97026022,0.008375209
1,48,7260,1,1,1224,360,2328000,1,1,15.74312715,0.877601998
1,46,6060,2,0,3399.66,360,338000,0,0,96.59763314,0.139472106
1,91,14466,2,0,6120,360,558000,0,0,90.77060932,0.002666222
0,65,4980,3,1,4737.9,360,348000,1,0,93.82183908,0.544984933
1,72,12000,3,0,0,360,958000,1,0,69.57202505,358
1,78,9180,3,1,6564.72,360,658000,0,0,98.25227964,0.204909119
1,53,7800,3,1,7905,240,548000,0,0,79.65328467,0.099083989
1,53,2880,1,0,6799.32,360,178000,0,0,76.68539326,0.138893055
1,29,5880,3,0,918,180,168000,1,0,93.1547619,0.164261931
1,52,11580,3,1,7837.68,360,908000,1,0,74.50440529,0.192713077
1,84,8520,3,0,3570,360,348000,1,0,79.45402299,0.003427592
1,39,2040,1,0,1938,360,238000,1,0,99.3697479,0.024197791
1,51,9480,2,2,17661.3,360,528000,1,0,80.77651515,0.331254331
1,59,5220,3,1,12240,360,268000,1,0,80.78358209,0.149487543
1,52,3600,2,1,5202,360,168000,1,0,81.25,0.284454029
1,29,2280,3,0,2889.66,360,308000,1,0,54.05844156,0.248764996
1,48,6120,3,1,2856,360,458000,1,0,64.73799127,0.449125312
1,58,3780,1,1,6375,360,188000,1,1,72.60638298,0.411614142
1,53,5460,2,2,9945,360,498000,1,0,59.53815261,0.224387242
1,56,7800,2,1,0,360,5271962,1,0,1932,433
1,55,5700,2,1,0,180,278000,1,0,74.28057554,1368
1,64,4080,1,2,5100,360,338000,1,0,99.55621302,0.310737852
1,34,13860,1,0,1805.4,360,808000,1,0,60.21039604,0.001129305
1,65,301868,2,2,6120,360,238000,1,0,78.36134454,0.395100817
1,47,3360,1,0,0,360,318000,1,0,58.64779874,703
1,69,15180,3,0,4080,180,568000,1,1,59.24295775,0.20419895
1,39,4980,1,1,2805,360,578000,1,0,89.35986159,0.235550709
1,51,490911,2,1,0,360,238000,1,0,82.56302521,2162
1,54,13260,2,1,6120,360,698000,0,0,82.59312321,0.421763039
1,27,8580,2,0,836.4,360,508000,1,0,64.27165354,0.633373934
1,47,18120,2,0,6913.56,180,508000,1,0,64.27165354,0.098687122
1,60,10020,1,0,3582.24,360,6056313,1,0,6700,0.12382579
1,66,4020,1,1,7140,360,288000,1,1,85.59027778,0.350521354
1,58,1860,1,2,3129.36,360,78000,1,1,98.07692308,0.678722711
1,39,3480,3,0,2889.66,360,508000,1,0,44.58661417,0.091743119
1,29,4320,2,0,3229.32,360,448000,1,0,70.64732143,0.041679823
1,61,59953,1,1,0,360,638000,1,0,93.49529781,1737
1,25,4500,2,0,2197.08,360,218000,1,0,80.96330275,0.455684455
1,50,9660,2,0,4590,360,508000,1,0,81.98818898,0.300155521
1,40,7920,2,1,11875.86,240,578000,1,0,75.51903114,0.226039162
1,48,6600,1,0,6946.2,180,828000,1,1,37.01690821,0.178828366
1,41,7980,2,2,10789.56,300,438000,1,0,97.37442922,0.505907931
1,64,24900,2,2,10200,360,818000,1,0,79.03422983,0.280371963
1,64,2220,3,1,3978,360,168000,1,0,93.1547619,0.407844143
1,36,1920,3,1,4080,360,228000,1,0,24.78070175,0.254686328
1,67,8460,1,2,0,180,548000,1,0,85.12773723,3876
1,66,4440,3,0,4080,360,228000,1,0,94.95614035,0.009247688
1,67,1560,1,1,11220,360,168000,1,1,63.39285714,0.15607672
1,51,7860,3,0,5808.9,240,398000,1,1,79.52261307,0.079529494
1,43,11580,3,1,10200,240,998000,0,1,55.76152305,0.299770023
1,31,2520,2,1,4590,240,358000,1,0,52.09497207,0.686514108
1,33,323753,3,0,7054.32,360,378000,1,0,96.95767196,0.226254156
1,66,1500,1,0,6885,360,9293122,1,0,6010,0
1,53,5940,3,1,3787.26,360,428000,1,0,97.31308411,0.481152396
1,48,1020,3,1,2124.66,360,248000,1,0,22.78225806,0.481765835
1,62,2400,1,1,0,360,188000,1,0,77.92553191,2046
1,34,14160,1,0,9197.34,360,818000,1,0,75.36674817,0.028942116
1,42,3060,3,2,0,360,298000,1,0,82.71812081,8176
1,55,6000,3,1,13770,360,1318000,0,0,15.6676783,0.217317236
1,68,6960,3,0,515.1,360,618000,1,0,81.9579288,0.743083004
1,66,369266,2,2,4284,360,498000,1,0,91.66666667,0.575815282
1,41,0,3,1,5100,360,298000,1,0,92.7852349,0.353329334
1,65,7080,3,0,4284,360,708000,1,0,80.01412429,0.015710545
1,59,4380,1,3,6936,240,298000,1,0,72.65100671,0.318041464
0,42,9480,1,0,4182,360,358000,1,1,74.44134078,0.076322848
1,45,15180,1,1,16999.32,360,13639730,0,0,2774,0.174956501
1,45,368195,1,3,9519.66,360,338000,1,0,96.59763314,0.388365117
1,50,6840,1,1,7224.66,360,508000,1,0,81.98818898,0.177583286
1,65,6360,1,1,5508,360,468000,1,0,91.13247863,0.361229402
1,31,4200,3,0,3060,360,68000,1,0,83.08823529,0.224591803
1,44,4920,2,1,10200,360,258000,1,0,99.41860465,0.245275472
0,35,55140,3,2,10200,360,2008000,1,0,28.71015936,0.257774223
1,56,5580,1,2,13158,360,288000,1,1,78.64583333,0.360282149
1,63,4800,1,1,20824.32,300,268000,1,0,91.97761194,0.205661948
1,62,2760,2,2,10179.6,360,198000,1,0,84.09090909,0.343753131
1,64,2520,3,0,4794,360,248000,1,0,87.2983871,0.110402042
1,61,7620,1,3,10302,360,388000,1,0,91.8814433,0.352836353
1,39,7740,3,1,0,360,648000,1,0,78.16358025,3215
1,61,4020,1,3,7476.6,324,208000,0,1,94.47115385,0.59650798
1,75,6120,3,0,9465.6,360,338000,1,0,61.09467456,0.075099666
1,58,208862,3,4,3611.82,360,168000,1,0,87.20238095,1.534443817
1,61,2040,1,2,0,360,258000,0,1,80.03875969,1851
1,57,8160,1,0,5191.8,360,418000,1,0,85.28708134,0.220192497
1,31,8160,3,1,9180,360,6213349,1,0,5576,0.364515054
1,36,10380,1,0,3739.32,360,518000,1,0,90.05791506,0.013089719
1,63,5040,3,2,0,360,1518000,1,0,24.80237154,4347
1,46,8040,3,1,11049.66,360,1008000,1,0,41.31944444,0.160236293
1,56,4560,2,2,7309.32,360,998000,1,0,36.72344689,0.745779266
1,58,2460,2,0,0,360,208000,1,0,89.66346154,324
1,57,4320,1,1,0,360,798000,0,0,44.67418546,852
1,63,2100,1,2,8962.74,360,338000,1,0,28.55029586,0.248975876
1,55,2040,3,1,0,360,268000,1,0,99.44029851,2789
1,60,5220,1,2,10125.54,240,298000,1,0,69.29530201,0.272864625
1,33,5920,1,0,7374.6,360,478000,1,0,68.30543933,0.139676393
1,43,9240,2,1,0,360,288000,1,0,78.64583333,2451
1,36,10200,1,0,8160,360,798000,1,0,67.23057644,0.086114236
1,72,2400,3,5,0,360,138000,1,0,98.91304348,5161
1,72,58200,1,1,8754.66,180,15825193,1,0,283,0.418918919
1,67,0,3,1,0,360,9128125,1,0,348,4039
1,28,10380,2,0,7621.44,180,368000,1,0,61.54891304,0.081225746
1,50,3300,3,0,0,360,58000,1,1,97.4137931,117
1,82,5700,3,2,0,360,178000,1,0,99.15730337,1623
1,42,2580,1,2,12240,360,5792258,1,0,6582,0.286892759
1,51,6480,3,0,0,360,488000,1,0,83.29918033,67
1,33,5220,2,0,7819.32,360,498000,1,0,83.63453815,0.063779836
1,51,15060,1,1,8568,360,498000,1,0,75.60240964,0.250684442
1,55,4380,3,1,3858.66,360,228000,1,0,86.18421053,0.289112051
1,58,6060,3,2,7831.56,360,578000,1,0,89.35986159,0.558666493
1,63,30319,1,3,12750,360,268000,0,0,84.51492537,0.30525558
1,77,3840,1,0,4692,180,228000,1,0,42.3245614,0.013692676
1,67,18240,1,1,6630,360,278000,1,0,74.28057554,0.379633902
1,39,3000,1,1,0,360,14807459,1,0,4143,2553
1,37,2460,1,1,9662.46,360,458000,1,0,25.43668122,0.436563226
1,34,6480,3,0,5650.8,300,998000,1,0,48.74749499,0.000180473
1,41,3000,2,0,1752.36,360,378000,1,0,62.56613757,0.227457824
1,39,2820,2,0,4590,360,228000,1,0,59.86842105,0.014441235
0,44,3540,1,0,1683,360,478000,1,0,68.30543933,0.07571169
1,27,2640,2,0,5508,360,218000,1,0,90.13761468,0.006665432
1,67,5280,2,0,4998,360,528000,1,0,75.09469697,0.082228117
1,67,232908,1,4,7752,360,828000,0,0,90.15700483,1.077884489
1,55,504499,3,0,13566,360,308000,1,0,96.26623377,0.052176528
1,68,19080,2,0,3825,360,488000,0,1,79.20081967,0.003998934
1,51,7080,1,1,7752,360,278000,1,0,81.47482014,0.40349954
1,76,2100,2,1,2703,360,388000,1,0,84.14948454,0.476801207
1,76,2820,2,0,2940.66,360,12433023,1,0,7611,0.070041609
1,35,10500,2,0,4531.86,360,528000,1,1,58.04924242,0.060306031
1,55,3720,3,2,13599.66,360,498000,1,0,69.57831325,0.323683816
1,46,4260,3,0,3904.56,360,178000,1,0,87.92134831,0.138939671
1,91,11220,3,0,0,360,918000,1,0,75.87145969,25
1,25,5880,1,0,805.8,360,828000,1,0,52.7173913,0.302149178
1,40,4680,2,0,4732.8,360,558000,0,1,45.96774194,0.183581125
1,63,10320,1,0,4164.66,360,338000,1,0,78.84615385,0.387365328
1,27,10320,3,0,0,360,708000,1,0,89.90112994,644
1,65,6600,3,1,3060,360,418000,1,0,80.50239234,1.088303899
1,65,4680,2,1,0,360,278000,1,0,95.86330935,1150
1,49,14460,1,0,0,360,758000,1,0,94.52506596,0
1,63,1560,2,1,0,360,198000,1,1,73.98989899,1630
1,48,18060,1,1,16149.66,180,908000,1,0,40.36343612,0.178097764
1,42,18000,2,2,6637.14,360,448000,1,0,92.96875,0.349262446
1,58,8220,2,1,9264.66,360,468000,1,1,84.72222222,0.324306473
1,28,8040,2,0,3994.32,324,478000,1,0,57.84518828,0.155986725
1,65,9720,1,2,7911.12,360,608000,1,0,70.14802632,0.575480211
1,51,3240,3,0,2124.66,360,398000,1,0,51.88442211,0.013915547
1,73,6000,3,1,7650,360,558000,1,0,76.43369176,0.234635382
1,57,6840,2,3,4402.32,360,15522696,1,0,5471,0.805883716
1,38,13860,3,0,0,360,828000,1,0,78.07971014,66
1,57,2700,2,2,11687.16,96,268000,0,0,39.73880597,0.249323676
1,52,3840,2,1,0,360,308000,1,0,34.57792208,1965
1,69,7320,3,0,8731.2,180,2959470,1,0,3577,0.007475762
1,46,10140,1,1,7752,360,548000,1,0,72.3540146,0.315747928
0,35,3120,3,0,0,360,14259050,1,0,905,227
1,77,8940,1,1,3060,360,638000,1,0,77.82131661,0.710429857
1,35,4200,1,1,2346,360,388000,1,0,68.68556701,0.398522382
1,48,7860,1,1,6120,360,458000,1,0,95.30567686,0.381269788
1,48,5880,2,1,5610,240,618000,1,1,83.57605178,0.444464643
0,45,6180,2,1,9180,324,428000,1,0,83.29439252,0.304188424
1,79,2700,2,5,2885.58,360,168000,1,0,63.39285714,1.41590106
1,62,5580,2,3,0,360,9324147,1,0,3313,7509
1,29,3420,3,0,1475.94,360,718000,1,0,7.86908078,0.299723757
1,57,4140,1,2,11898.3,360,288000,1,0,75.17361111,0.228270187
1,43,3360,2,1,357,360,178000,1,1,99.15730337,4.082621083
1,60,8280,3,2,1436.16,360,388000,1,0,81.57216495,3.052519517
1,35,3960,1,0,7782.6,360,358000,1,1,91.20111732,0.135237846
1,49,6720,3,2,8534.34,240,278000,1,1,85.07194245,0.4333174
1,47,18000,3,2,19188.24,360,518000,1,0,93.91891892,0.316323819
1,68,5580,3,1,8074.32,360,158000,1,0,86.39240506,0.539598333
1,63,9000,2,0,11322,180,228000,1,1,77.4122807,0.048554184
1,70,99632,3,2,10200,360,718000,1,0,81.68523677,0.275972403
